reviewid, userid, courseid, feedback, like_dislike, ranking_score, active, recbegindate, recenddate
443,897,690,,f,,y,2019-11-13,9999-12-31
444,886,433,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,t,5,y,2018-11-24,9999-12-31
445,342,915,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,f,2,y,2018-12-27,9999-12-31
446,834,649,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,t,2,y,2021-01-27,9999-12-31
447,823,977,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,f,4,y,2019-07-20,9999-12-31
448,707,848,,f,,y,2018-07-31,9999-12-31
449,830,763,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,t,1,y,2022-06-10,9999-12-31
450,667,175,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,t,5,y,2022-04-15,9999-12-31
451,597,309,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,f,4,y,2019-02-19,9999-12-31
452,724,370,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,f,4,y,2022-01-09,9999-12-31
453,588,131,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,t,3,y,2021-05-24,9999-12-31
454,292,858,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,f,5,y,2020-07-26,9999-12-31
455,980,859,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,f,3,y,2019-08-20,9999-12-31
456,754,445,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,f,2,y,2019-03-19,9999-12-31
457,502,158,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,t,2,y,2021-11-05,9999-12-31
458,444,558,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,f,5,y,2020-06-03,9999-12-31
459,74,597,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,t,4,y,2020-04-16,9999-12-31
460,139,988,,f,,y,2018-10-02,9999-12-31
461,752,145,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,t,3,y,2020-05-09,9999-12-31
462,331,547,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,t,3,y,2020-01-05,9999-12-31
463,93,186,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,t,4,y,2020-04-23,9999-12-31
464,576,568,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,f,4,y,2019-08-08,9999-12-31
465,954,277,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,f,3,y,2020-12-12,9999-12-31
466,301,357,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,f,3,y,2018-09-15,9999-12-31
467,219,583,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,t,3,y,2019-04-12,9999-12-31
468,796,954,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,t,4,y,2019-11-08,9999-12-31
469,397,867,,f,,y,2019-07-23,9999-12-31
470,689,24,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,t,2,y,2019-10-19,9999-12-31
471,462,320,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,t,2,y,2019-09-15,9999-12-31
472,182,178,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,f,2,y,2021-11-23,9999-12-31
473,473,48,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,f,1,y,2021-02-20,9999-12-31
474,512,297,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,t,1,y,2022-03-23,9999-12-31
475,972,277,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,t,5,y,2021-03-06,9999-12-31
476,117,298,est quam pharetra magna ac consequat metus sapien ut nunc,t,5,y,2020-12-04,9999-12-31
477,822,801,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,t,2,y,2021-09-03,9999-12-31
478,530,701,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,t,4,y,2020-11-16,9999-12-31
479,634,944,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,f,5,y,2019-08-13,9999-12-31
480,815,241,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,f,1,y,2021-10-04,9999-12-31
481,586,900,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,t,4,y,2021-04-12,9999-12-31
482,869,652,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,f,2,y,2018-08-02,9999-12-31
483,904,135,ante ipsum primis in faucibus orci luctus et ultrices posuere,t,1,y,2021-09-13,9999-12-31
484,204,797,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,t,3,y,2018-09-03,9999-12-31
485,853,815,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,t,4,y,2021-03-21,9999-12-31
486,578,676,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,t,5,y,2020-12-10,9999-12-31
487,874,529,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,f,2,y,2021-08-04,9999-12-31
488,68,556,,f,,y,2021-12-15,9999-12-31
489,841,194,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,t,3,y,2019-06-08,9999-12-31
490,17,426,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,t,1,y,2021-01-21,9999-12-31
491,958,333,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,t,3,y,2021-03-03,9999-12-31
492,688,809,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,f,3,y,2021-04-02,9999-12-31
493,939,992,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,f,2,y,2022-07-18,9999-12-31
494,910,225,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,f,3,y,2022-08-11,9999-12-31
495,929,269,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,f,3,y,2020-02-04,9999-12-31
496,831,890,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,f,5,y,2022-06-09,9999-12-31
497,501,134,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,f,1,y,2020-11-01,9999-12-31
498,831,993,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,t,4,y,2020-06-23,9999-12-31
499,253,107,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,t,5,y,2021-09-02,9999-12-31
500,416,344,,f,,y,2020-09-06,9999-12-31
501,624,929,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,f,1,y,2019-11-21,9999-12-31
502,349,996,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,t,3,y,2021-02-03,9999-12-31
503,159,474,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,f,3,y,2020-08-09,9999-12-31
504,702,692,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,f,2,y,2018-10-28,9999-12-31
505,12,345,donec ut mauris eget massa tempor convallis nulla neque libero,t,4,y,2022-02-09,9999-12-31
506,765,731,lorem id ligula suspendisse ornare consequat lectus in est risus,f,2,y,2020-04-28,9999-12-31
507,196,943,,t,,y,2021-02-09,9999-12-31
508,287,497,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,f,1,y,2021-08-03,9999-12-31
509,159,350,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,f,4,y,2019-04-30,9999-12-31
510,740,745,volutpat in congue etiam justo etiam pretium iaculis justo in hac,t,2,y,2020-09-19,9999-12-31
511,116,659,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,t,5,y,2018-03-08,9999-12-31
512,591,587,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,f,1,y,2019-06-05,9999-12-31
513,70,452,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,t,3,y,2020-01-28,9999-12-31
514,388,953,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,f,1,y,2018-01-30,9999-12-31
515,438,283,,f,,y,2019-02-13,9999-12-31
516,136,132,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,f,1,y,2022-04-25,9999-12-31
517,659,810,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,t,5,y,2020-06-12,9999-12-31
518,753,364,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,f,2,y,2021-10-16,9999-12-31
519,85,501,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,t,4,y,2019-10-10,9999-12-31
520,465,6,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,t,5,y,2021-01-30,9999-12-31
521,304,364,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,t,4,y,2018-01-27,9999-12-31
522,258,552,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,t,2,y,2020-09-28,9999-12-31
523,793,581,mattis nibh ligula nec sem duis aliquam convallis nunc proin at,t,4,y,2019-06-10,9999-12-31
524,974,42,,t,,y,2021-08-07,9999-12-31
525,699,993,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,t,1,y,2019-09-12,9999-12-31
526,982,724,id lobortis convallis tortor risus dapibus augue vel accumsan tellus,t,3,y,2020-03-18,9999-12-31
527,322,470,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,t,5,y,2020-05-23,9999-12-31
528,646,348,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,t,2,y,2022-05-29,9999-12-31
529,658,517,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,t,5,y,2019-03-24,9999-12-31
530,61,854,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,f,2,y,2020-05-18,9999-12-31
531,983,107,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,f,5,y,2021-04-09,9999-12-31
532,199,813,sit amet nulla quisque arcu libero rutrum ac lobortis vel,t,1,y,2021-06-22,9999-12-31
533,619,968,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,t,4,y,2018-05-25,9999-12-31
534,920,864,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,t,1,y,2019-03-17,9999-12-31
535,870,527,in hac habitasse platea dictumst maecenas ut massa quis augue luctus,t,2,y,2022-08-09,9999-12-31
536,390,903,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,t,4,y,2021-12-12,9999-12-31
537,563,556,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,t,5,y,2018-01-17,9999-12-31
538,484,756,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,t,2,y,2022-07-02,9999-12-31
539,903,17,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,f,2,y,2019-07-22,9999-12-31
540,428,897,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,t,1,y,2021-12-17,9999-12-31
541,794,755,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,f,2,y,2019-11-26,9999-12-31
542,68,8,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,f,2,y,2019-01-13,9999-12-31
543,209,178,,f,,y,2022-08-29,9999-12-31
544,582,220,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,f,2,y,2020-12-25,9999-12-31
545,86,729,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,f,1,y,2019-12-12,9999-12-31
546,38,415,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,f,2,y,2021-09-19,9999-12-31
547,430,306,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,t,5,y,2021-08-11,9999-12-31
548,566,673,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,f,1,y,2022-04-27,9999-12-31
549,308,170,,t,,y,2021-12-03,9999-12-31
550,721,860,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,f,1,y,2019-12-22,9999-12-31
551,102,522,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,f,2,y,2018-07-19,9999-12-31
552,584,12,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,f,4,y,2020-07-28,9999-12-31
553,762,575,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,f,5,y,2020-11-25,9999-12-31
554,572,143,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,f,1,y,2019-12-06,9999-12-31
555,207,63,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,t,5,y,2022-08-06,9999-12-31
556,392,931,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,f,1,y,2020-11-20,9999-12-31
557,432,613,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,f,2,y,2018-04-12,9999-12-31
558,648,177,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,t,4,y,2021-01-21,9999-12-31
559,864,804,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,f,5,y,2022-08-01,9999-12-31
560,945,650,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,t,4,y,2021-07-31,9999-12-31
561,789,312,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,f,1,y,2019-02-07,9999-12-31
562,775,103,et tempus semper est quam pharetra magna ac consequat metus,t,1,y,2018-02-23,9999-12-31
563,711,532,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,f,2,y,2020-06-25,9999-12-31
564,902,307,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,t,2,y,2021-10-04,9999-12-31
565,76,97,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,f,5,y,2021-05-08,9999-12-31
566,882,396,vivamus in felis eu sapien cursus vestibulum proin eu mi,f,1,y,2018-02-24,9999-12-31
567,225,919,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,t,3,y,2020-08-15,9999-12-31
568,10,853,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,f,1,y,2019-11-21,9999-12-31
569,208,136,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,f,5,y,2020-04-17,9999-12-31
570,120,635,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,t,5,y,2018-07-18,9999-12-31
571,597,343,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,t,1,y,2018-07-29,9999-12-31
572,720,144,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,t,2,y,2022-06-01,9999-12-31
573,244,930,,t,,y,2022-07-26,9999-12-31
574,389,356,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,t,3,y,2020-12-21,9999-12-31
575,999,675,,t,,y,2020-02-15,9999-12-31
576,409,766,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,f,1,y,2022-03-18,9999-12-31
577,631,675,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,t,1,y,2019-11-27,9999-12-31
578,638,179,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,f,4,y,2018-10-14,9999-12-31
579,537,61,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,f,1,y,2019-02-24,9999-12-31
580,569,143,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,t,4,y,2020-12-29,9999-12-31
581,91,429,,f,,y,2018-07-30,9999-12-31
582,280,383,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,t,3,y,2020-06-26,9999-12-31
583,725,67,,t,,y,2021-11-12,9999-12-31
584,291,65,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,f,3,y,2021-05-20,9999-12-31
585,679,557,,t,,y,2021-05-14,9999-12-31
586,138,387,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,t,2,y,2018-02-05,9999-12-31
587,450,250,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,t,1,y,2018-04-09,9999-12-31
588,398,666,,f,,y,2022-04-07,9999-12-31
589,573,75,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,f,3,y,2018-03-23,9999-12-31
590,733,805,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,t,3,y,2018-10-15,9999-12-31
591,789,202,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,t,5,y,2019-06-24,9999-12-31
592,566,41,,t,,y,2021-10-06,9999-12-31
593,745,350,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,f,4,y,2020-05-05,9999-12-31
594,195,670,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,t,3,y,2020-08-14,9999-12-31
595,90,248,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,f,5,y,2018-09-22,9999-12-31
596,471,870,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,t,4,y,2018-09-02,9999-12-31
597,773,821,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,f,2,y,2019-03-16,9999-12-31
598,744,257,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,f,5,y,2019-10-13,9999-12-31
599,699,947,,t,,y,2019-10-04,9999-12-31
600,980,74,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,t,1,y,2020-04-24,9999-12-31
601,119,606,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,t,3,y,2019-02-19,9999-12-31
602,292,936,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,f,5,y,2020-07-17,9999-12-31
603,122,477,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,t,4,y,2018-02-23,9999-12-31
604,665,992,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,t,4,y,2022-05-15,9999-12-31
605,292,268,,f,,y,2020-06-03,9999-12-31
606,188,427,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,t,2,y,2022-05-05,9999-12-31
607,553,101,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,t,3,y,2021-02-20,9999-12-31
608,878,18,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,t,1,y,2021-01-25,9999-12-31
609,882,647,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,t,3,y,2022-07-30,9999-12-31
610,945,72,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,f,1,y,2021-08-09,9999-12-31
612,438,434,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,t,4,y,2022-01-18,9999-12-31
613,93,548,id ligula suspendisse ornare consequat lectus in est risus auctor,t,3,y,2021-01-02,9999-12-31
614,881,80,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,f,2,y,2020-10-02,9999-12-31
615,837,871,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,f,5,y,2019-06-28,9999-12-31
616,249,44,ornare consequat lectus in est risus auctor sed tristique in tempus sit,t,4,y,2022-04-16,9999-12-31
617,73,382,quisque erat eros viverra eget congue eget semper rutrum nulla nunc,f,2,y,2020-08-07,9999-12-31
618,908,687,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,t,3,y,2018-10-12,9999-12-31
619,133,314,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,f,3,y,2018-09-16,9999-12-31
620,540,135,,f,,y,2021-07-25,9999-12-31
621,196,137,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,t,5,y,2018-08-19,9999-12-31
622,314,810,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,t,5,y,2022-08-23,9999-12-31
623,457,511,mi integer ac neque duis bibendum morbi non quam nec,f,2,y,2020-12-08,9999-12-31
624,836,886,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,f,5,y,2018-01-28,9999-12-31
625,592,817,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,t,5,y,2021-05-07,9999-12-31
626,717,457,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,f,4,y,2018-07-05,9999-12-31
627,217,337,magna vulputate luctus cum sociis natoque penatibus et magnis dis,t,2,y,2020-03-29,9999-12-31
628,959,644,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,t,3,y,2019-11-07,9999-12-31
629,301,867,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,t,4,y,2021-11-14,9999-12-31
630,475,19,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,t,1,y,2018-07-16,9999-12-31
631,879,115,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,f,1,y,2018-11-06,9999-12-31
632,848,464,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,f,4,y,2020-11-02,9999-12-31
633,309,667,,f,,y,2020-09-30,9999-12-31
634,920,972,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,f,1,y,2022-01-29,9999-12-31
635,542,664,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,t,5,y,2019-01-13,9999-12-31
636,158,476,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,f,3,y,2018-12-22,9999-12-31
637,81,124,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,f,1,y,2020-09-23,9999-12-31
638,741,666,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,t,3,y,2020-11-12,9999-12-31
639,422,1,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,t,3,y,2018-07-28,9999-12-31
640,760,127,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,f,1,y,2021-01-18,9999-12-31
641,592,833,eu mi nulla ac enim in tempor turpis nec euismod,t,1,y,2020-07-13,9999-12-31
642,797,400,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,t,5,y,2022-01-11,9999-12-31
643,724,987,libero quis orci nullam molestie nibh in lectus pellentesque at,t,4,y,2018-09-30,9999-12-31
644,368,529,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,f,1,y,2019-07-29,9999-12-31
645,838,610,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,f,4,y,2019-03-03,9999-12-31
646,322,155,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,f,5,y,2020-02-23,9999-12-31
647,783,732,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,f,2,y,2022-06-19,9999-12-31
648,807,384,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,f,5,y,2019-01-21,9999-12-31
649,549,931,,f,,y,2018-06-06,9999-12-31
650,383,490,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,f,5,y,2021-01-12,9999-12-31
651,437,481,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,f,5,y,2020-08-15,9999-12-31
652,173,89,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,f,1,y,2020-05-08,9999-12-31
653,517,851,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,f,5,y,2019-07-16,9999-12-31
654,176,627,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,t,1,y,2021-03-28,9999-12-31
655,71,706,amet justo morbi ut odio cras mi pede malesuada in imperdiet,f,3,y,2020-04-25,9999-12-31
656,550,102,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,t,4,y,2022-02-13,9999-12-31
657,628,573,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,f,5,y,2022-07-28,9999-12-31
658,872,474,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,f,4,y,2022-08-18,9999-12-31
659,421,214,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,f,1,y,2019-11-09,9999-12-31
660,102,792,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,t,3,y,2021-08-21,9999-12-31
661,891,248,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,f,1,y,2018-10-01,9999-12-31
