courseid,course_name,platformid,duration,creation_date,tags,photo,active,recbegindate,recenddate
385,Music Videos,663,163,2019-06-02 00:00:00,pellentesque ultrices mattis odio donec vitae,"[{}, {}]",y,2019-06-02,9999-12-31
387,Industrial Ethernet,717,146,2021-03-08 00:00:00,cubilia curae nulla dapibus dolor vel est donec odio,[{}],y,2021-03-08,9999-12-31
388,LR,752,52,2020-06-20 00:00:00,ultrices posuere cubilia curae mauris viverra diam vitae,"[{}, {}, {}, {}, {}]",y,2020-06-20,9999-12-31
389,Vocals,917,216,2021-10-02 00:00:00,mollis molestie lorem quisque ut erat curabitur,"[{}, {}, {}]",y,2021-10-02,9999-12-31
390,FX Trading,13,99,2020-07-10 00:00:00,nec condimentum neque sapien placerat ante nulla justo aliquam,"[{}, {}, {}, {}]",y,2020-07-10,9999-12-31
391,JBoss Seam,210,227,2018-10-06 00:00:00,nibh in lectus pellentesque at nulla suspendisse,[{}],y,2018-10-06,9999-12-31
392,Lubricants,591,160,2018-04-13 00:00:00,eu tincidunt in leo maecenas pulvinar,"[{}, {}, {}, {}, {}]",y,2018-04-13,9999-12-31
393,Jet Ski,299,105,2020-08-21 00:00:00,morbi vestibulum velit id pretium iaculis,"[{}, {}]",y,2020-08-21,9999-12-31
394,HCP,313,59,2019-10-19 00:00:00,diam neque vestibulum eget vulputate ut,"[{}, {}, {}, {}]",y,2019-10-19,9999-12-31
395,WMI,678,135,2021-10-24 00:00:00,arcu sed augue aliquam erat volutpat in congue etiam,"[{}, {}, {}]",y,2021-10-24,9999-12-31
396,NaN,456,87,2020-01-23 00:00:00,lobortis convallis tortor risus dapibus augue vel accumsan tellus,[],y,2020-01-23,9999-12-31
397,Shipping,19,81,2019-06-23 00:00:00,porta volutpat quam pede lobortis ligula,[{}],y,2019-06-23,9999-12-31
398,Strategic Human Resources Leadership,624,208,2020-10-30 00:00:00,adipiscing elit proin interdum mauris,[],y,2020-10-30,9999-12-31
399,Humanitarian,496,87,2021-06-03 00:00:00,dui vel nisl duis ac nibh fusce lacus purus aliquet,"[{}, {}]",y,2021-06-03,9999-12-31
400,NaN,132,23,2020-02-05 00:00:00,mauris sit amet eros suspendisse accumsan tortor quis,"[{}, {}, {}]",y,2020-02-05,9999-12-31
401,MC2,668,196,2019-03-27 00:00:00,nunc nisl duis bibendum felis sed interdum,"[{}, {}, {}]",y,2019-03-27,9999-12-31
402,Klocwork,675,227,2019-03-17 00:00:00,ante nulla justo aliquam quis turpis eget,"[{}, {}, {}, {}, {}]",y,2019-03-17,9999-12-31
403,Watercolor Illustration,737,106,2021-03-23 00:00:00,lectus in quam fringilla rhoncus mauris enim leo,[],y,2021-03-23,9999-12-31
404,TBB,345,105,2019-10-13 00:00:00,semper interdum mauris ullamcorper purus,"[{}, {}]",y,2019-10-13,9999-12-31
405,EWSD,270,133,2019-02-10 00:00:00,in sapien iaculis congue vivamus metus arcu adipiscing,"[{}, {}, {}, {}, {}]",y,2019-02-10,9999-12-31
406,LDAP,663,167,2020-08-04 00:00:00,nec sem duis aliquam convallis nunc proin at turpis a,[],y,2020-08-04,9999-12-31
407,JGrasp,209,45,2020-02-13 00:00:00,lectus aliquam sit amet diam in magna bibendum imperdiet nullam,[],y,2020-02-13,9999-12-31
408,SQL Tuning,18,218,2019-01-04 00:00:00,felis sed interdum venenatis turpis,"[{}, {}, {}, {}]",y,2019-01-04,9999-12-31
409,FQHC,10,160,2021-10-03 00:00:00,lectus vestibulum quam sapien varius ut,"[{}, {}, {}, {}, {}]",y,2021-10-03,9999-12-31
410,NaN,888,148,2022-01-09 00:00:00,tempus semper est quam pharetra,"[{}, {}, {}, {}, {}]",y,2022-01-09,9999-12-31
411,Testing Types,885,63,2021-06-06 00:00:00,sed vel enim sit amet nunc viverra,[{}],y,2021-06-06,9999-12-31
412,Dynamic Speaker,57,89,2018-12-21 00:00:00,bibendum morbi non quam nec dui luctus rutrum nulla tellus,"[{}, {}]",y,2018-12-21,9999-12-31
413,OAS Gold,45,100,2019-10-25 00:00:00,est et tempus semper est quam pharetra magna ac consequat,[],y,2019-10-25,9999-12-31
414,NaN,590,49,2019-07-07 00:00:00,odio consequat varius integer ac leo pellentesque ultrices mattis,"[{}, {}, {}]",y,2019-07-07,9999-12-31
415,Songwriting,277,123,2019-08-13 00:00:00,sed interdum venenatis turpis enim blandit mi,"[{}, {}, {}, {}, {}]",y,2019-08-13,9999-12-31
416,Disaster Recovery,806,140,2021-08-09 00:00:00,elit sodales scelerisque mauris sit amet,"[{}, {}, {}]",y,2021-08-09,9999-12-31
417,Mediation,407,24,2019-12-07 00:00:00,nec molestie sed justo pellentesque viverra pede ac diam cras,[{}],y,2019-12-07,9999-12-31
418,Motion Graphics,832,120,2021-11-26 00:00:00,magnis dis parturient montes nascetur ridiculus mus vivamus,[{}],y,2021-11-26,9999-12-31
419,PMP,882,47,2021-09-10 00:00:00,curabitur in libero ut massa,"[{}, {}, {}]",y,2021-09-10,9999-12-31
420,Gift Cards,974,104,2019-07-17 00:00:00,purus aliquet at feugiat non pretium quis lectus suspendisse,"[{}, {}, {}, {}]",y,2019-07-17,9999-12-31
421,NaN,574,172,2018-11-12 00:00:00,aliquam erat volutpat in congue etiam justo etiam pretium,[],y,2018-11-12,9999-12-31
422,BST,185,219,2021-03-04 00:00:00,fusce posuere felis sed lacus morbi sem mauris laoreet ut,[{}],y,2021-03-04,9999-12-31
423,Vector NTI,668,69,2019-07-10 00:00:00,vel sem sed sagittis nam congue risus semper porta volutpat,"[{}, {}, {}]",y,2019-07-10,9999-12-31
424,CPLD,899,67,2018-02-19 00:00:00,praesent blandit lacinia erat vestibulum sed,[],y,2018-02-19,9999-12-31
425,Brand Ambassadorship,729,230,2018-03-11 00:00:00,nibh in lectus pellentesque at nulla suspendisse potenti cras in,[{}],y,2018-03-11,9999-12-31
426,FCRA,821,162,2018-11-18 00:00:00,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,"[{}, {}, {}, {}]",y,2018-11-18,9999-12-31
427,NX-OS,58,170,2018-10-18 00:00:00,sed tincidunt eu felis fusce posuere felis sed lacus morbi,"[{}, {}, {}, {}, {}]",y,2018-10-18,9999-12-31
428,Ultimate Frisbee,372,161,2018-07-10 00:00:00,blandit mi in porttitor pede justo,"[{}, {}]",y,2018-07-10,9999-12-31
429,LDRA,716,42,2021-02-18 00:00:00,non quam nec dui luctus rutrum nulla tellus in,"[{}, {}, {}]",y,2021-02-18,9999-12-31
430,GC-MS,15,123,2021-06-01 00:00:00,ut dolor morbi vel lectus in,"[{}, {}, {}]",y,2021-06-01,9999-12-31
431,Summation iBlaze,897,169,2018-12-12 00:00:00,proin leo odio porttitor id consequat in consequat ut nulla,"[{}, {}, {}, {}]",y,2018-12-12,9999-12-31
432,JCL,872,136,2018-06-05 00:00:00,orci luctus et ultrices posuere,"[{}, {}, {}, {}]",y,2018-06-05,9999-12-31
433,NaN,10,234,2020-08-16 00:00:00,sem mauris laoreet ut rhoncus,[],y,2020-08-16,9999-12-31
434,PFlow,967,69,2018-04-10 00:00:00,at nibh in hac habitasse platea dictumst aliquam,"[{}, {}, {}, {}, {}]",y,2018-04-10,9999-12-31
435,Personal Development,504,149,2018-10-22 00:00:00,adipiscing elit proin interdum mauris,"[{}, {}, {}, {}]",y,2018-10-22,9999-12-31
436,Switchboard Operator,954,221,2019-07-23 00:00:00,elit proin risus praesent lectus vestibulum,"[{}, {}, {}]",y,2019-07-23,9999-12-31
437,Glassfish,207,159,2020-03-29 00:00:00,a ipsum integer a nibh,[],y,2020-03-29,9999-12-31
438,Cycle Counting,881,141,2022-03-02 00:00:00,sapien cursus vestibulum proin eu mi nulla ac enim,"[{}, {}, {}, {}, {}]",y,2022-03-02,9999-12-31
439,EOB,12,25,2018-03-09 00:00:00,est donec odio justo sollicitudin ut suscipit,"[{}, {}, {}, {}, {}]",y,2018-03-09,9999-12-31
440,Basel II,144,61,2022-01-23 00:00:00,id massa id nisl venenatis lacinia aenean sit amet,"[{}, {}, {}]",y,2022-01-23,9999-12-31
441,Computer Hardware,78,60,2018-04-11 00:00:00,vestibulum eget vulputate ut ultrices vel augue vestibulum,"[{}, {}]",y,2018-04-11,9999-12-31
442,Philanthropy,495,117,2021-02-20 00:00:00,justo morbi ut odio cras mi pede,"[{}, {}]",y,2021-02-20,9999-12-31
443,Offshore Oil,64,201,2018-12-03 00:00:00,curae donec pharetra magna vestibulum aliquet ultrices erat,"[{}, {}]",y,2018-12-03,9999-12-31
444,Spring DM,964,182,2021-05-09 00:00:00,dapibus dolor vel est donec odio justo sollicitudin,[],y,2021-05-09,9999-12-31
445,Xpediter,574,190,2020-07-06 00:00:00,posuere metus vitae ipsum aliquam non mauris morbi,"[{}, {}, {}, {}, {}]",y,2020-07-06,9999-12-31
446,Project Management,407,183,2018-05-27 00:00:00,potenti cras in purus eu magna vulputate luctus cum,"[{}, {}, {}, {}]",y,2018-05-27,9999-12-31
447,SBR,89,114,2019-10-14 00:00:00,in imperdiet et commodo vulputate justo in,"[{}, {}, {}, {}, {}]",y,2019-10-14,9999-12-31
448,iOS,511,235,2018-12-21 00:00:00,vel ipsum praesent blandit lacinia erat vestibulum sed magna at,"[{}, {}, {}]",y,2018-12-21,9999-12-31
449,HTK,690,55,2022-06-25 00:00:00,sapien sapien non mi integer ac neque duis bibendum morbi,[{}],y,2022-06-25,9999-12-31
450,CPLEX,483,133,2021-05-27 00:00:00,blandit non interdum in ante vestibulum,"[{}, {}, {}, {}, {}]",y,2021-05-27,9999-12-31
451,WPA,504,175,2020-08-03 00:00:00,ridiculus mus etiam vel augue vestibulum,"[{}, {}, {}]",y,2020-08-03,9999-12-31
452,Television,676,55,2018-05-24 00:00:00,dui proin leo odio porttitor id consequat in,[],y,2018-05-24,9999-12-31
453,NaN,582,167,2018-06-19 00:00:00,odio in hac habitasse platea,"[{}, {}, {}, {}]",y,2018-06-19,9999-12-31
454,xUnit,854,175,2022-07-28 00:00:00,non mattis pulvinar nulla pede ullamcorper augue a,[],y,2022-07-28,9999-12-31
455,DSL,525,187,2019-02-06 00:00:00,luctus tincidunt nulla mollis molestie lorem quisque ut erat,[{}],y,2019-02-06,9999-12-31
456,Quest vWorkspace,136,103,2022-08-09 00:00:00,enim lorem ipsum dolor sit amet,"[{}, {}, {}]",y,2022-08-09,9999-12-31
457,QPST,599,191,2018-07-12 00:00:00,nisi eu orci mauris lacinia sapien quis,"[{}, {}]",y,2018-07-12,9999-12-31
458,HMI Programming,249,228,2018-12-20 00:00:00,massa tempor convallis nulla neque libero convallis,"[{}, {}]",y,2018-12-20,9999-12-31
459,Guest Recovery,316,136,2020-07-20 00:00:00,lobortis ligula sit amet eleifend pede,"[{}, {}]",y,2020-07-20,9999-12-31
460,Receptionist Duties,500,98,2020-02-26 00:00:00,adipiscing elit proin risus praesent,[{}],y,2020-02-26,9999-12-31
461,Hyperion HFM,481,203,2021-08-20 00:00:00,suscipit a feugiat et eros vestibulum ac,"[{}, {}, {}]",y,2021-08-20,9999-12-31
462,Proposal Writing,214,217,2022-08-16 00:00:00,vestibulum eget vulputate ut ultrices vel augue vestibulum,[],y,2022-08-16,9999-12-31
463,CgFX,856,223,2018-10-18 00:00:00,quis lectus suspendisse potenti in eleifend quam a odio,"[{}, {}, {}, {}, {}]",y,2018-10-18,9999-12-31
464,NaN,960,36,2018-12-26 00:00:00,interdum mauris non ligula pellentesque ultrices phasellus id sapien,"[{}, {}, {}, {}, {}]",y,2018-12-26,9999-12-31
465,Amadeus,408,24,2019-03-16 00:00:00,ac enim in tempor turpis nec euismod scelerisque quam,"[{}, {}, {}, {}, {}]",y,2019-03-16,9999-12-31
466,Voice Acting,77,45,2019-09-04 00:00:00,lacinia eget tincidunt eget tempus vel pede morbi,[{}],y,2019-09-04,9999-12-31
467,NaN,100,167,2022-04-25 00:00:00,sed augue aliquam erat volutpat,[{}],y,2022-04-25,9999-12-31
468,RV,158,162,2022-06-13 00:00:00,quam nec dui luctus rutrum,"[{}, {}, {}, {}]",y,2022-06-13,9999-12-31
469,Jenkins,194,182,2021-08-24 00:00:00,ipsum primis in faucibus orci,[{}],y,2021-08-24,9999-12-31
470,DCN,312,199,2020-08-10 00:00:00,pellentesque ultrices mattis odio donec vitae nisi nam,[],y,2020-08-10,9999-12-31
471,CCDP,663,207,2021-05-13 00:00:00,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,[],y,2021-05-13,9999-12-31
472,z/OS,509,31,2022-01-24 00:00:00,non sodales sed tincidunt eu felis fusce,[{}],y,2022-01-24,9999-12-31
473,GBS,580,135,2019-04-08 00:00:00,vestibulum rutrum rutrum neque aenean auctor,"[{}, {}, {}, {}]",y,2019-04-08,9999-12-31
474,FP-C,303,185,2019-08-03 00:00:00,nec nisi vulputate nonummy maecenas tincidunt lacus at velit,"[{}, {}]",y,2019-08-03,9999-12-31
475,Wellness,800,29,2021-02-04 00:00:00,vulputate justo in blandit ultrices enim lorem ipsum dolor,"[{}, {}]",y,2021-02-04,9999-12-31
476,EOI,971,43,2018-04-11 00:00:00,cubilia curae mauris viverra diam vitae quam,"[{}, {}]",y,2018-04-11,9999-12-31
477,Road Safety,937,70,2018-09-14 00:00:00,at turpis a pede posuere nonummy integer non velit,"[{}, {}, {}]",y,2018-09-14,9999-12-31
478,Internet TV,364,172,2019-05-02 00:00:00,vel pede morbi porttitor lorem,[{}],y,2019-05-02,9999-12-31
479,Glass,687,240,2019-01-04 00:00:00,volutpat in congue etiam justo etiam pretium,"[{}, {}, {}, {}, {}]",y,2019-01-04,9999-12-31
480,Product Launch,372,97,2021-04-15 00:00:00,proin risus praesent lectus vestibulum quam sapien varius,"[{}, {}, {}]",y,2021-04-15,9999-12-31
481,PyUnit,777,95,2021-10-09 00:00:00,lectus suspendisse potenti in eleifend quam a odio in hac,[],y,2021-10-09,9999-12-31
482,Cisco Technologies,527,55,2018-04-18 00:00:00,turpis elementum ligula vehicula consequat morbi,"[{}, {}, {}]",y,2018-04-18,9999-12-31
483,ProSystem fx Tax,818,165,2022-07-01 00:00:00,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,"[{}, {}]",y,2022-07-01,9999-12-31
484,Pneumatic Tools,689,225,2021-04-10 00:00:00,sapien placerat ante nulla justo aliquam quis turpis,[],y,2021-04-10,9999-12-31
485,MTA,66,216,2021-09-27 00:00:00,etiam pretium iaculis justo in hac habitasse platea,"[{}, {}, {}]",y,2021-09-27,9999-12-31
486,NaN,39,52,2018-11-08 00:00:00,libero convallis eget eleifend luctus,"[{}, {}, {}, {}]",y,2018-11-08,9999-12-31
487,Special Events Coordination,238,27,2018-02-05 00:00:00,non sodales sed tincidunt eu felis fusce,[],y,2018-02-05,9999-12-31
488,Grief Counseling,546,135,2019-02-12 00:00:00,morbi non quam nec dui luctus rutrum,"[{}, {}, {}]",y,2019-02-12,9999-12-31
489,Rail,575,63,2019-07-18 00:00:00,rutrum ac lobortis vel dapibus at diam nam tristique,"[{}, {}, {}, {}]",y,2019-07-18,9999-12-31
490,NaN,435,142,2021-03-15 00:00:00,lacinia eget tincidunt eget tempus vel pede morbi,"[{}, {}, {}]",y,2021-03-15,9999-12-31
491,Urban Regeneration,860,170,2019-11-18 00:00:00,in purus eu magna vulputate luctus cum sociis,"[{}, {}]",y,2019-11-18,9999-12-31
492,Fedora,210,224,2020-06-19 00:00:00,blandit non interdum in ante,[{}],y,2020-06-19,9999-12-31
493,NaN,795,146,2021-06-24 00:00:00,consequat morbi a ipsum integer a,"[{}, {}, {}, {}]",y,2021-06-24,9999-12-31
494,NaN,29,235,2021-12-14 00:00:00,nulla quisque arcu libero rutrum,"[{}, {}]",y,2021-12-14,9999-12-31
495,Core Banking,224,107,2022-03-02 00:00:00,in faucibus orci luctus et,"[{}, {}, {}, {}, {}]",y,2022-03-02,9999-12-31
496,IP PBX,426,228,2019-06-24 00:00:00,ac nibh fusce lacus purus aliquet at feugiat non pretium,"[{}, {}, {}, {}, {}]",y,2019-06-24,9999-12-31
497,TL9000,853,223,2020-05-18 00:00:00,nunc donec quis orci eget orci vehicula condimentum curabitur,"[{}, {}]",y,2020-05-18,9999-12-31
498,IIS,731,180,2019-06-27 00:00:00,pede malesuada in imperdiet et commodo vulputate justo in blandit,"[{}, {}, {}, {}]",y,2019-06-27,9999-12-31
499,PVTsim,121,188,2019-12-24 00:00:00,sapien ut nunc vestibulum ante,"[{}, {}, {}, {}, {}]",y,2019-12-24,9999-12-31
500,CND,948,70,2021-10-15 00:00:00,lacinia erat vestibulum sed magna,"[{}, {}, {}, {}, {}]",y,2021-10-15,9999-12-31
501,NaN,222,56,2019-04-20 00:00:00,condimentum neque sapien placerat ante,"[{}, {}, {}, {}]",y,2019-04-20,9999-12-31
502,HR Software,671,202,2019-03-07 00:00:00,sapien placerat ante nulla justo aliquam quis turpis eget elit,"[{}, {}]",y,2019-03-07,9999-12-31
503,NaN,423,26,2020-11-14 00:00:00,luctus et ultrices posuere cubilia curae mauris viverra diam vitae,[],y,2020-11-14,9999-12-31
504,Make vs Buy,923,150,2018-09-03 00:00:00,nulla nunc purus phasellus in felis,[{}],y,2018-09-03,9999-12-31
505,OE,685,87,2022-07-18 00:00:00,eget orci vehicula condimentum curabitur in libero ut massa,"[{}, {}]",y,2022-07-18,9999-12-31
506,NaN,206,83,2020-07-18 00:00:00,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,[],y,2020-07-18,9999-12-31
507,Petroleum Engineering,533,37,2018-04-23 00:00:00,convallis duis consequat dui nec nisi,"[{}, {}, {}, {}]",y,2018-04-23,9999-12-31
508,Aerohive,276,119,2020-07-02 00:00:00,eget nunc donec quis orci eget orci vehicula,[{}],y,2020-07-02,9999-12-31
509,Vehicles,86,123,2019-09-11 00:00:00,sit amet eros suspendisse accumsan tortor quis turpis sed,[{}],y,2019-09-11,9999-12-31
510,BTLS,212,115,2022-08-24 00:00:00,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,"[{}, {}]",y,2022-08-24,9999-12-31
511,CWS,674,55,2019-03-28 00:00:00,viverra eget congue eget semper rutrum nulla nunc,"[{}, {}]",y,2019-03-28,9999-12-31
512,RF Test,438,162,2020-07-27 00:00:00,non velit nec nisi vulputate nonummy maecenas,[{}],y,2020-07-27,9999-12-31
513,HW/SW integration,643,113,2020-03-04 00:00:00,quis odio consequat varius integer ac leo pellentesque ultrices,"[{}, {}, {}]",y,2020-03-04,9999-12-31
514,Focus Groups,166,21,2018-02-28 00:00:00,orci nullam molestie nibh in lectus pellentesque at nulla,"[{}, {}]",y,2018-02-28,9999-12-31
515,IBM Mainframe,970,71,2021-05-15 00:00:00,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,[],y,2021-05-15,9999-12-31
516,NaN,671,227,2019-01-12 00:00:00,eget elit sodales scelerisque mauris sit amet eros,[{}],y,2019-01-12,9999-12-31
517,NaN,6,192,2020-11-15 00:00:00,vitae ipsum aliquam non mauris morbi non lectus,"[{}, {}]",y,2020-11-15,9999-12-31
518,Wufoo,673,215,2019-02-21 00:00:00,nunc donec quis orci eget,"[{}, {}, {}]",y,2019-02-21,9999-12-31
519,Tween,879,53,2022-08-02 00:00:00,aenean lectus pellentesque eget nunc donec quis,"[{}, {}]",y,2022-08-02,9999-12-31
520,Interviewing Skills,520,212,2020-12-28 00:00:00,viverra pede ac diam cras pellentesque,[],y,2020-12-28,9999-12-31
521,Avaya IP Telephony,347,65,2018-01-17 00:00:00,eleifend donec ut dolor morbi vel lectus in,[{}],y,2018-01-17,9999-12-31
522,Simulations,560,31,2021-09-20 00:00:00,molestie hendrerit at vulputate vitae nisl aenean,"[{}, {}, {}, {}]",y,2021-09-20,9999-12-31
523,OEE,270,53,2018-01-25 00:00:00,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,"[{}, {}, {}, {}]",y,2018-01-25,9999-12-31
524,IQ Navigator,730,20,2021-11-01 00:00:00,eu orci mauris lacinia sapien quis libero nullam sit,[{}],y,2021-11-01,9999-12-31
525,JES2,813,134,2020-06-22 00:00:00,dis parturient montes nascetur ridiculus mus etiam,"[{}, {}, {}, {}, {}]",y,2020-06-22,9999-12-31
526,Blender,242,112,2019-05-24 00:00:00,pellentesque ultrices mattis odio donec vitae nisi,"[{}, {}, {}, {}]",y,2019-05-24,9999-12-31
527,NaN,846,43,2020-03-25 00:00:00,at ipsum ac tellus semper interdum mauris,"[{}, {}]",y,2020-03-25,9999-12-31
528,Teaching,170,62,2019-02-24 00:00:00,a odio in hac habitasse platea dictumst maecenas ut massa,[{}],y,2019-02-24,9999-12-31
529,E-commerce,432,87,2021-07-28 00:00:00,in hac habitasse platea dictumst,[],y,2021-07-28,9999-12-31
530,Typeface Design,155,199,2019-12-06 00:00:00,eleifend pede libero quis orci nullam molestie,"[{}, {}, {}]",y,2019-12-06,9999-12-31
531,NX-OS,852,215,2020-04-21 00:00:00,in lectus pellentesque at nulla suspendisse potenti,[{}],y,2020-04-21,9999-12-31
532,IEEE,706,187,2020-05-31 00:00:00,posuere cubilia curae duis faucibus,[],y,2020-05-31,9999-12-31
533,Kompozer,755,59,2019-01-10 00:00:00,duis faucibus accumsan odio curabitur convallis duis consequat dui,[],y,2019-01-10,9999-12-31
534,Team Mgmt,830,135,2020-05-28 00:00:00,lacinia sapien quis libero nullam sit amet turpis elementum,"[{}, {}, {}, {}, {}]",y,2020-05-28,9999-12-31
535,GPCRs,372,74,2021-10-06 00:00:00,vestibulum rutrum rutrum neque aenean auctor gravida sem,"[{}, {}, {}]",y,2021-10-06,9999-12-31
536,IP Networking,779,216,2021-08-26 00:00:00,sagittis dui vel nisl duis ac,"[{}, {}, {}, {}]",y,2021-08-26,9999-12-31
537,Influence Others,9,100,2021-03-19 00:00:00,at nunc commodo placerat praesent blandit,[],y,2021-03-19,9999-12-31
538,Yamaha PM5D,600,230,2021-08-16 00:00:00,vel enim sit amet nunc viverra dapibus nulla,[],y,2021-08-16,9999-12-31
539,TUPE,56,237,2018-12-01 00:00:00,ac neque duis bibendum morbi non quam,"[{}, {}, {}]",y,2018-12-01,9999-12-31
540,NaN,737,173,2019-10-16 00:00:00,nisl duis bibendum felis sed interdum,"[{}, {}]",y,2019-10-16,9999-12-31
541,Critical Care,993,96,2021-09-05 00:00:00,nec dui luctus rutrum nulla tellus in,[{}],y,2021-09-05,9999-12-31
542,Food Safety,629,133,2018-03-03 00:00:00,tellus nisi eu orci mauris lacinia sapien,"[{}, {}, {}]",y,2018-03-03,9999-12-31
543,Market Analysis,174,151,2020-10-31 00:00:00,odio odio elementum eu interdum eu tincidunt in,"[{}, {}, {}]",y,2020-10-31,9999-12-31
544,OLAP,453,91,2018-04-25 00:00:00,ut at dolor quis odio consequat,[{}],y,2018-04-25,9999-12-31
545,Business Process Improvement,414,94,2022-06-24 00:00:00,viverra dapibus nulla suscipit ligula in lacus,"[{}, {}, {}, {}]",y,2022-06-24,9999-12-31
546,OE,306,143,2020-08-24 00:00:00,nullam sit amet turpis elementum ligula vehicula consequat,"[{}, {}]",y,2020-08-24,9999-12-31
547,Workshops,272,76,2018-06-26 00:00:00,erat fermentum justo nec condimentum neque sapien placerat ante,[],y,2018-06-26,9999-12-31
548,Globalization,158,236,2021-04-19 00:00:00,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,"[{}, {}, {}, {}]",y,2021-04-19,9999-12-31
549,Talent Management,600,230,2018-06-18 00:00:00,nulla dapibus dolor vel est donec odio justo sollicitudin ut,"[{}, {}, {}, {}, {}]",y,2018-06-18,9999-12-31
550,Direct Mail,527,237,2020-12-06 00:00:00,vel sem sed sagittis nam congue,[{}],y,2020-12-06,9999-12-31
551,Egyptian Arabic,760,161,2018-11-03 00:00:00,tellus nisi eu orci mauris lacinia sapien,[{}],y,2018-11-03,9999-12-31
552,Journal Entries,880,123,2022-06-28 00:00:00,consequat varius integer ac leo pellentesque ultrices mattis odio donec,[],y,2022-06-28,9999-12-31
553,UCSC Genome Browser,649,145,2022-03-07 00:00:00,nec sem duis aliquam convallis nunc proin at,"[{}, {}]",y,2022-03-07,9999-12-31
554,Environmental Awareness,513,230,2018-02-11 00:00:00,suscipit nulla elit ac nulla sed vel enim,"[{}, {}]",y,2018-02-11,9999-12-31
555,VSTS,871,60,2018-05-19 00:00:00,ultrices libero non mattis pulvinar nulla pede,[],y,2018-05-19,9999-12-31
556,PBMC isolation,298,50,2018-05-12 00:00:00,libero non mattis pulvinar nulla pede ullamcorper augue,"[{}, {}, {}, {}, {}]",y,2018-05-12,9999-12-31
557,Ion,426,184,2020-10-20 00:00:00,felis sed interdum venenatis turpis enim blandit,"[{}, {}, {}, {}]",y,2020-10-20,9999-12-31
558,Group Policy,549,239,2018-11-10 00:00:00,quam sapien varius ut blandit non interdum in ante,"[{}, {}, {}, {}, {}]",y,2018-11-10,9999-12-31
559,DVB-C,57,50,2019-01-22 00:00:00,id mauris vulputate elementum nullam varius nulla facilisi cras non,"[{}, {}, {}, {}]",y,2019-01-22,9999-12-31
560,Voice Acting,204,151,2020-11-23 00:00:00,eget vulputate ut ultrices vel augue vestibulum,"[{}, {}, {}, {}, {}]",y,2020-11-23,9999-12-31
561,IOT,956,62,2021-02-27 00:00:00,habitasse platea dictumst maecenas ut,"[{}, {}, {}]",y,2021-02-27,9999-12-31
562,MRIS,987,133,2021-04-23 00:00:00,in quis justo maecenas rhoncus,"[{}, {}, {}, {}]",y,2021-04-23,9999-12-31
563,3Com NBX,1000,220,2018-11-16 00:00:00,ornare consequat lectus in est risus,"[{}, {}, {}, {}, {}]",y,2018-11-16,9999-12-31
564,Home Health Agencies,971,68,2020-12-08 00:00:00,vestibulum ante ipsum primis in,[{}],y,2020-12-08,9999-12-31
565,HP Proliant,585,60,2021-06-21 00:00:00,integer non velit donec diam neque vestibulum,"[{}, {}, {}, {}, {}]",y,2021-06-21,9999-12-31
566,ESRI,162,94,2022-08-29 00:00:00,ipsum primis in faucibus orci luctus et,"[{}, {}]",y,2022-08-29,9999-12-31
567,Django,160,62,2021-02-20 00:00:00,lacus purus aliquet at feugiat non pretium,"[{}, {}, {}, {}, {}]",y,2021-02-20,9999-12-31
568,3D Modeling,248,149,2020-03-07 00:00:00,parturient montes nascetur ridiculus mus etiam vel augue,"[{}, {}, {}, {}, {}]",y,2020-03-07,9999-12-31
569,NaN,364,126,2022-01-04 00:00:00,aliquam non mauris morbi non lectus aliquam sit amet,[],y,2022-01-04,9999-12-31
570,NaN,418,215,2022-06-13 00:00:00,nibh ligula nec sem duis aliquam convallis nunc proin at,"[{}, {}, {}]",y,2022-06-13,9999-12-31
571,NaN,550,206,2019-06-05 00:00:00,semper interdum mauris ullamcorper purus sit amet,"[{}, {}]",y,2019-06-05,9999-12-31
572,RDO,834,48,2022-02-20 00:00:00,lobortis sapien sapien non mi integer,"[{}, {}, {}, {}]",y,2022-02-20,9999-12-31
573,Medical Illustration,948,48,2021-12-28 00:00:00,pellentesque volutpat dui maecenas tristique est et tempus,[],y,2021-12-28,9999-12-31
574,Zoho,68,117,2019-03-10 00:00:00,eleifend quam a odio in hac habitasse,"[{}, {}, {}]",y,2019-03-10,9999-12-31
575,NaN,881,203,2021-11-07 00:00:00,sodales scelerisque mauris sit amet eros,"[{}, {}, {}]",y,2021-11-07,9999-12-31
576,PyUnit,589,83,2022-01-17 00:00:00,mus vivamus vestibulum sagittis sapien,"[{}, {}, {}, {}, {}]",y,2022-01-17,9999-12-31
577,Xserve,947,188,2020-08-31 00:00:00,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,"[{}, {}, {}, {}, {}]",y,2020-08-31,9999-12-31
